"PID","Q26_First.Click","Q26_Last.Click","Q26_Page.Submit","Q26_Click.Count","Q28_First.Click","Q28_Last.Click","Q28_Page.Submit","Q28_Click.Count","attCheck1","attCheck2","BZSH_1","BZSH_2","BZSH_3","BZSH_4","BZSH_5","BZSH_6","BZSH_7","spend_1","spend_2","spend_3","spend_4","spend_5","PANAS_1","PANAS_2","PANAS_3","PANAS_4","PANAS_5","PANAS_6","PANAS_7","PANAS_8","PANAS_9","PANAS_10","PANAS_11","PANAS_12","PANAS_13","PANAS_14","PANAS_15","PANAS_16","PANAS_17","PANAS_18","PANAS_19","PANAS_20","PANAS_21","ideo_general","ideo_social","ideo_economic","dob","gender","gender_3_TEXT","race","race_5_TEXT","edu","income","reason_charity","reason_keep","feedback","condition","age","passCheck1","passCheck2","BZSH_5R","BZSH_6R","BZSH","PANASpos","PANASneg","ideo","totalDonation","donated"
461,NA,NA,NA,NA,0,0,122.704,0,3,1,1,4,5,4,5,6,6,0,0,0,0,100,4,1,3,1,1,1,1,1,4,3,2,1,1,4,3,4,3,2,4,1,5,6,6,6,2000,"woman","","white","",3,4,"","the funds would be utilized and not wasted (I didnt trust where they were going to)","",2,21,1,1,3,2,3.57142857142857,3.27272727272727,1.4,6,0,0
462,NA,NA,NA,NA,2.093,2.712,103.939,2,3,1,5,2,5,5,6,6,3,15,15,15,5,50,4,2,3,1,4,1,2,2,4,3,2,4,1,4,2,5,5,1,5,2,4,4,4,6,1995,"man","","latinx","",4,10,"Any amount helps so I decided to partition among the charities I felt the most strongly about","","",2,26,1,1,2,2,3.42857142857143,4.09090909090909,1.6,4.66666666666667,50,1
463,3.906,3.906,265.33,1,NA,NA,NA,NA,2,2,2,2,1,5,6,5,4,0,0,0,0,100,4,1,3,1,4,1,1,1,3,4,1,4,1,3,1,5,4,1,2,1,3,4,4,4,1990,"woman","","latinx","",4,10,"","Not specific reason. ","",1,31,1,1,2,3,2.71428571428571,3.54545454545455,1,4,0,0
464,0,0,127.16,0,NA,NA,NA,NA,2,1,2,2,4,5,4,5,3,30,50,5,10,5,2,2,5,1,3,2,4,1,2,4,1,1,1,2,2,3,2,2,4,2,4,5,4,5,1997,"woman","","white","",4,4,"I dont really need the money so im happy to give some ","","im glad i was able to help you in your study ",1,24,1,0,4,3,3.28571428571429,2.90909090909091,1.8,4.66666666666667,95,1
465,NA,NA,NA,NA,0,0,231.787,0,3,1,2,2,3,5,5,6,2,0,0,0,0,100,4,1,1,1,2,1,1,1,1,4,1,4,1,1,1,4,4,1,2,1,4,2,2,2,1960,"woman","","white","",3,5,"","I need it.","",2,61,1,1,3,2,2.71428571428571,2.81818181818182,1,2,0,0
466,NA,NA,NA,NA,0,0,104.603,0,3,1,2,1,3,6,7,6,2,25,25,25,25,0,3,1,1,1,1,1,1,1,2,1,1,4,1,2,2,4,4,2,1,1,3,1,1,1,1990,"man","","white","",4,8,"I enjoy the liberating feeling that accompanies giving away money.","","",2,31,1,1,1,2,2.42857142857143,2.36363636363636,1.2,1,100,1
467,57.245,95.139,105.502,5,NA,NA,NA,NA,2,1,7,3,3,6,5,6,6,0,55,0,45,0,4,3,1,3,1,3,4,3,1,1,2,3,4,1,3,2,3,2,1,4,1,1,1,1,1997,"woman","","white","",5,4,"all","","",1,24,1,0,3,2,4.28571428571429,1.72727272727273,3.1,1,100,1
468,0,0,154.306,0,NA,NA,NA,NA,2,1,1,1,1,7,4,5,5,0,0,0,0,100,2,1,2,1,1,2,1,1,2,2,1,2,2,1,1,2,4,1,2,1,3,3,3,3,1996,"man","","white","",3,8,"","$1 means more for me than it does for nonprofits.","",1,25,1,0,4,3,3.14285714285714,2.09090909090909,1.2,3,0,0
469,0,0,101.847,0,NA,NA,NA,NA,2,2,1,1,1,6,5,4,5,0,100,0,0,0,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,2,2,1,1,1,1,1,1997,"woman","","asian","",4,11,"They need the money more than I do, and I can definitely spare a dollar. ","","",1,24,1,1,3,4,3,1.63636363636364,1.1,1,100,1
470,NA,NA,NA,NA,4.715,170.179,172.249,3,3,1,1,2,2,3,7,7,3,0,0,0,100,0,4,1,2,1,3,1,1,1,3,2,1,4,1,3,1,3,4,1,3,1,3,3,3,3,1963,"woman","","white","",4,6,"Because it would help people and I don't really need it.","","",2,58,1,1,1,1,1.85714285714286,3.09090909090909,1,3,100,1
471,NA,NA,NA,NA,0,0,123.255,0,3,1,3,4,2,6,6,6,2,0,0,0,20,80,3,1,1,1,2,1,1,1,2,2,1,4,1,2,1,2,4,1,2,1,2,4,4,4,1964,"man","","white","",3,3,"guilt ","","",2,57,1,1,2,2,3,2.36363636363636,1,4,20,1
472,NA,NA,NA,NA,0,0,500.011,0,3,1,2,2,3,4,4,5,3,0,0,0,0,100,3,3,3,2,2,3,3,1,3,2,4,2,1,2,3,2,4,2,2,2,2,2,1,3,1999,"man","","asian","",2,12,"","I generally don't like donating indirectly (unless it is at no cost to me) because there is no tax incentive to do so.","",2,22,1,1,4,3,3,2.45454545454545,2.4,2,0,0
473,NA,NA,NA,NA,0,0,193.315,0,3,1,3,4,3,4,6,6,3,25,25,25,25,0,3,1,2,1,3,1,1,1,3,5,1,5,1,3,1,2,5,1,3,1,3,4,4,4,1945,"man","","white","",3,6,"It was money that I hadn't earned and didn't need.","","",2,76,1,1,2,2,3,3.36363636363636,1,4,100,1
474,0,0,111.363,0,NA,NA,NA,NA,2,2,1,1,1,5,4,5,3,0,50,25,25,0,4,1,1,1,3,1,1,1,3,3,1,4,1,1,1,3,4,1,3,1,3,1,1,1,1951,"woman","","white","",4,4,"I actually meant to give more!  But in any case, I tend to do that here, as what I ""earn"" is not essential to my own wellbeing and may help others...","","",1,70,1,1,4,3,2.57142857142857,2.90909090909091,1,1,100,1
475,NA,NA,NA,NA,0,0,114.723,0,3,1,1,1,1,5,7,7,1,0,50,0,50,0,4,1,3,1,3,1,1,1,3,2,1,4,1,1,1,1,5,1,2,1,3,2,2,2,2001,"woman","","white","",3,11,"because I only expected to receive two dollars from the study and it felt like the right thing to do. Also, I support the causes of the charities I chose to give money to","","",2,20,1,1,1,1,1.57142857142857,2.81818181818182,1,2,100,1
476,0,0,196.921,0,NA,NA,NA,NA,2,2,4,1,1,6,5,6,6,0,0,0,0,100,4,3,1,1,2,3,1,1,1,1,2,3,2,2,2,2,4,2,1,1,2,1,1,1,1980,"woman","","white","",4,3,"","Because I need to feed my kids.","",1,41,1,1,3,2,3.28571428571429,2.09090909090909,1.8,1,0,0
477,18.179,18.179,121.472,1,NA,NA,NA,NA,2,1,2,3,4,6,7,4,5,10,20,10,0,60,5,2,4,1,2,1,1,1,3,1,1,2,1,4,2,4,5,1,2,1,5,3,1,4,1984,"man","","white","",4,10,"I studied and interacted with AIDS and cancer patients before and have a personal connection to those causes","","",1,37,1,0,1,4,3.57142857142857,3.36363636363636,1.2,2.66666666666667,40,1
478,NA,NA,NA,NA,0,0,133.708,0,3,1,3,3,1,6,6,5,4,50,50,0,0,0,4,1,2,1,1,1,2,1,2,1,1,4,1,2,2,3,3,1,1,1,2,1,2,1,1995,"man","","white","",2,6,"Because of a whim","","",2,26,1,1,2,3,3.14285714285714,2.27272727272727,1.2,1.33333333333333,100,1
480,0,0,200.576,0,NA,NA,NA,NA,2,1,5,3,4,6,3,6,5,12,12,14,12,50,3,1,2,1,4,1,1,1,3,5,1,3,1,3,2,4,4,1,4,1,3,5,3,5,1994,"man","","white","",5,5,"It feels like the right thing to do","","",1,27,1,0,5,2,4.28571428571429,3.45454545454545,1.1,4.33333333333333,50,1
481,NA,NA,NA,NA,0,0,205.635,0,3,1,2,2,2,5,6,6,3,25,50,0,25,0,3,1,2,1,2,1,2,1,2,3,1,3,1,4,2,2,4,1,2,2,3,4,4,3,1980,"woman","","white","",4,5,"It helps others, and I wasn't even expecting a bonus so it has little affect on me overall.","","None at this time.",2,41,1,1,2,2,2.57142857142857,2.72727272727273,1.3,3.66666666666667,100,1
482,0.666,120.176,168.2,64,NA,NA,NA,NA,2,2,4,3,3,6,3,2,6,5,5,5,5,80,2,1,2,1,2,1,1,1,2,2,1,3,1,2,1,3,3,2,3,1,3,3,3,2,1993,"woman","","white","",5,12,"I only gave part because they weren’t charities that I felt personally connected to. ","","",1,28,1,1,5,6,4.71428571428571,2.45454545454545,1.1,2.66666666666667,20,1
483,NA,NA,NA,NA,25.317,105.5,106.213,13,3,1,2,3,5,5,6,5,3,0,0,0,100,0,2,1,3,1,3,1,1,1,2,2,1,2,1,2,1,3,2,1,3,1,3,1,1,1,1995,"man","","white","",4,5,"It's only $1","","",2,26,1,1,2,3,3.28571428571429,2.45454545454545,1,1,100,1
484,135.919,135.919,218.663,1,NA,NA,NA,NA,2,2,2,3,3,6,5,3,6,0,0,0,0,100,3,3,2,2,3,1,1,1,2,1,1,3,1,2,3,3,4,1,3,1,3,2,2,2,1991,"man","","white","",4,6,"","I didn't think a few cents would help those charities a whole lot, but a dollar can help me buy food","",1,30,1,1,3,5,4,2.63636363636364,1.5,2,0,0
487,225.583,678.941,680.015,9,NA,NA,NA,NA,2,2,6,5,4,7,5,6,6,100,0,0,0,0,5,1,5,1,4,1,1,1,5,4,2,5,1,5,2,5,5,1,5,1,5,4,4,4,1968,"woman","","white","",3,3,"I am a cancer survivor and appreciate the donations I received...paying it forward","","Good survey and interesting",1,53,1,1,3,2,4.71428571428571,4.81818181818182,1.2,4,100,1
488,204.836,204.836,212.315,1,NA,NA,NA,NA,2,1,3,3,5,6,3,5,6,46,11,14,13,16,2,1,2,2,2,3,3,3,NA,2,3,2,3,1,3,3,3,2,2,3,3,3,2,3,2001,"man","","latinx","",3,2,"It was the right thing to do.","","",1,20,1,0,5,3,4.42857142857143,NA,2.6,2.66666666666667,84,1
489,75.557,82.507,258.574,2,NA,NA,NA,NA,2,2,2,2,2,3,6,6,3,18,18,14,10,40,3,1,3,1,4,1,1,1,4,4,2,4,1,3,1,4,4,1,3,1,4,2,1,3,1966,"man","","white","",4,4,"I always donate to charity if I have some extra money","","I had no issues at all, thank you!",1,55,1,1,2,2,2.28571428571429,3.63636363636364,1.1,2,60,1
490,91.285,100.058,101.49,3,NA,NA,NA,NA,2,2,3,3,4,5,4,5,5,0,0,0,0,100,3,2,3,1,4,1,1,1,3,3,2,2,1,2,1,3,4,1,3,1,3,4,3,5,2001,"man","","white","",3,5,"","I will donate to charities in my free time and like to do my own research before choosing one.","",1,20,1,1,4,3,3.85714285714286,3,1.2,4,0,0
491,9.163,51.682,104.675,8,NA,NA,NA,NA,2,2,6,5,5,5,5,5,6,0,0,0,0,100,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,4,3,5,2001,"man","","asian","",2,1,"","Helping others doesn't always give happiness","",1,20,1,1,3,3,4.71428571428571,1.27272727272727,1,4,0,0
492,NA,NA,NA,NA,0,0,107.053,0,3,1,1,2,1,4,6,7,1,100,0,0,0,0,3,2,3,2,3,1,1,1,3,3,1,3,1,2,1,3,5,1,3,1,2,5,5,4,1989,"man","","white","",5,6,"I have always enjoyed and valued charitable giving","","N/A",2,32,1,1,2,1,1.71428571428571,3,1.2,4.66666666666667,100,1
493,NA,NA,NA,NA,9.98,182.479,184.927,8,3,1,1,1,1,5,7,6,1,0,100,0,0,0,3,1,2,1,2,1,1,1,2,2,1,3,1,2,1,2,4,1,1,1,2,1,1,1,1983,"woman","","white","",5,12,"They need the money more than I do; COVID-19 has impacted homelessness across the world.","","This was interesting!",2,38,1,1,1,2,1.71428571428571,2.27272727272727,1,1,100,1
494,NA,NA,NA,NA,1.215,117.117,117.595,18,3,1,4,4,5,5,5,4,6,17,21,0,17,45,4,2,4,2,3,2,1,2,3,4,3,3,2,3,4,4,4,3,3,2,3,5,5,5,1995,"woman","","white","",4,9,"because charities need the money","","",2,26,1,1,3,4,4.42857142857143,3.45454545454545,2.3,5,55,1
495,NA,NA,NA,NA,0,0,263.363,0,3,1,4,5,5,6,5,5,3,2,25,0,0,73,2,3,2,3,3,3,2,2,2,2,4,3,3,3,4,3,4,4,2,2,2,6,6,5,1987,"man","","white","",5,5,"Cancer sucks. ","","",2,34,1,1,3,3,4.14285714285714,2.54545454545455,3,5.66666666666667,27,1
496,14.288,120.771,123.73,27,NA,NA,NA,NA,2,1,1,2,1,5,5,5,5,25,25,25,25,0,3,1,2,1,3,1,1,1,2,3,1,5,1,2,1,4,5,1,3,1,4,6,6,6,1960,"woman","","white","",5,12,"To help others","","",1,61,1,0,3,3,2.85714285714286,3.27272727272727,1,6,100,1
497,NA,NA,NA,NA,85.084,85.084,111.562,1,3,1,1,2,4,2,7,7,1,25,25,25,25,0,4,2,4,2,3,2,3,1,4,3,4,3,3,3,4,4,4,3,2,3,4,3,3,3,1990,"man","","white","",4,9,"They need it more than me","","",2,31,1,1,1,1,1.71428571428571,3.45454545454545,2.7,3,100,1
498,0,0,169.787,0,NA,NA,NA,NA,2,2,4,4,2,6,3,3,7,0,0,0,0,100,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,4,4,1,1,2,5,5,5,1999,"man","","latinx","",3,2,"","I just don't really think that 100 cents would make any difference at all in any one of the charities.","",1,22,1,1,5,5,4.71428571428571,1.72727272727273,1.3,5,0,0
499,NA,NA,NA,NA,79.024,143.251,144.346,3,3,1,1,1,1,6,7,7,1,0,50,0,50,0,4,1,3,1,4,1,1,1,2,3,2,4,1,2,1,4,4,1,4,1,3,1,1,1,1982,"woman","","white","",3,6,"After reading the article it inspired me to give to charity and this was any easy way to do so.","","Survey went smoothly. Thanks!",2,39,1,1,1,1,1.71428571428571,3.36363636363636,1.1,1,100,1
500,0,0,161.249,0,NA,NA,NA,NA,2,2,2,1,4,7,5,5,5,0,0,0,0,100,3,3,1,1,3,2,1,2,2,1,1,4,2,2,2,4,3,2,3,1,3,3,2,4,1993,"man","","white","",4,7,"","It'd make me happier to do so. After reading the story it made more sense to me. If I want to donate money I'll do so directly to a charity of my choosing.","",1,28,1,1,3,3,3.57142857142857,2.63636363636364,1.7,3,0,0
501,NA,NA,NA,NA,0,0,185.263,0,3,1,2,2,1,3,7,6,4,25,25,25,25,0,3,2,3,1,2,2,1,1,3,3,1,3,1,4,2,3,2,1,3,1,3,3,2,3,2000,"man","","white","",2,1,"I want to help people out as much as possible.","","",2,21,1,1,1,2,2.14285714285714,2.90909090909091,1.3,2.66666666666667,100,1
502,0,0,121.45,0,NA,NA,NA,NA,2,2,2,2,2,6,5,4,3,0,0,0,0,100,2,1,1,2,2,2,1,2,1,1,2,2,1,1,1,2,2,1,2,1,1,1,1,1,1994,"woman","","white","",2,1,"","If I make donations I would rather do it outside of a survey. ","",1,27,1,1,3,4,3.14285714285714,1.54545454545455,1.4,1,0,0
503,0,0,109.348,0,NA,NA,NA,NA,2,2,2,3,3,6,4,5,3,0,0,0,0,100,3,1,1,1,1,1,1,1,1,1,3,2,1,2,1,3,2,1,1,1,2,5,4,5,1998,"man","","white","",4,1,"","I have donated in the past","N/A",1,23,1,1,4,3,3.42857142857143,1.72727272727273,1.2,4.66666666666667,0,0
504,31.477,68.703,109.436,5,NA,NA,NA,NA,2,2,3,3,4,5,5,4,4,0,0,0,0,100,5,2,1,2,1,1,1,1,1,1,2,5,1,1,2,5,5,1,3,1,3,1,1,1,1963,"woman","","white","",3,8,"","Because I am  out of work due to COVID and need every penny","",1,58,1,1,3,4,3.71428571428571,2.81818181818182,1.4,1,0,0
506,0.041,31.803,101.699,3,NA,NA,NA,NA,2,2,5,1,2,7,4,2,6,0,0,0,0,100,3,1,2,1,3,1,1,1,3,3,1,3,1,3,1,4,5,1,2,1,3,2,2,2,1977,"woman","","asian","",4,8,"","because it's my choice and i did the work to get the bonus","the gender question options are too limited and offensive",1,44,1,1,4,6,4.42857142857143,3.09090909090909,1,2,0,0
507,4.723,83.375,126.537,6,NA,NA,NA,NA,2,2,1,3,1,5,5,4,5,0,100,0,0,0,4,2,2,2,3,1,1,1,4,1,4,5,1,2,2,4,5,2,3,1,3,2,1,2,1993,"man","","white","",3,5,"Homeless people need a lot of help","","",1,28,1,1,3,4,3.14285714285714,3.27272727272727,1.7,1.66666666666667,100,1
508,NA,NA,NA,NA,0,0,178.909,0,3,1,2,3,2,2,6,6,2,0,50,0,0,50,3,1,1,1,1,1,1,1,1,2,1,3,1,2,1,3,2,1,1,1,2,4,4,4,1995,"woman","","white","",4,4,"thought it would be nice to do","","none",2,26,1,1,2,2,2.14285714285714,1.90909090909091,1,4,50,1
509,NA,NA,NA,NA,15.78,91.118,110.751,11,3,1,3,3,5,3,7,4,4,0,0,0,0,100,4,2,3,2,4,3,2,2,4,4,2,4,1,4,1,4,4,1,4,2,4,3,2,2,1988,"man","","white","",4,6,"","My bonus is too small to make a difference.","",2,33,1,1,1,4,3.28571428571429,3.90909090909091,1.8,2.33333333333333,0,0
510,7.887,179.823,186.797,2,NA,NA,NA,NA,2,1,4,2,3,5,5,4,5,0,0,0,0,100,3,1,2,2,3,2,1,1,3,2,2,5,1,3,1,4,4,2,4,1,4,3,2,3,1995,"man","","white","",4,8,"","I would prefer to use the money to help support my own family","",1,26,1,0,3,4,3.71428571428571,3.36363636363636,1.4,2.66666666666667,0,0
511,35,98.464,101.449,5,NA,NA,NA,NA,2,2,4,2,1,6,2,4,6,20,20,20,20,20,4,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,1,1,1,4,3,7,1954,"woman","","white","",5,11,"because it was a gift to me and seemed like a decent thing to do","","",1,67,1,1,6,4,4.14285714285714,1.63636363636364,1,4.66666666666667,80,1
512,NA,NA,NA,NA,80.624,98.722,101.838,2,3,1,3,3,3,5,6,5,4,0,0,0,0,100,3,2,2,2,3,3,2,1,2,1,1,3,2,3,1,4,3,1,3,1,3,5,6,5,2000,"man","","white","",3,10,"","I'm completing surveys to make money","",2,21,1,1,2,3,3.28571428571429,2.72727272727273,1.6,5.33333333333333,0,0
513,NA,NA,NA,NA,0,0,101.9,0,3,1,2,2,2,4,6,6,2,25,0,0,0,75,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1,2,2,1,2,1,2,1,1,2,1990,"man","","white","",2,5,"It's not much, but they could use it too","","",2,31,1,1,2,2,2.28571428571429,1.72727272727273,1,1.33333333333333,25,1
514,69.242,70.039,105.082,2,NA,NA,NA,NA,2,2,3,2,2,4,4,4,3,0,0,0,0,100,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,3,3,2,1990,"woman","","white","",3,7,"","I already donate to different causes so I don't feel compelled to donate more. ","None.",1,31,1,1,4,4,3.14285714285714,1.27272727272727,1,2.66666666666667,0,0
516,NA,NA,NA,NA,15.74,69.416,107.889,26,3,1,2,3,3,4,6,6,4,50,0,0,0,50,4,1,1,1,2,1,1,1,3,2,1,4,1,2,1,2,4,1,3,1,4,3,3,3,1995,"man","","white","",4,14,"Because I don't need the extra dollar that badly","","",2,26,1,1,2,2,2.85714285714286,2.81818181818182,1,3,50,1
517,NA,NA,NA,NA,0,0,848.509,0,3,1,1,1,1,4,7,7,2,100,0,0,0,0,2,1,1,1,2,1,1,1,1,3,1,4,1,1,1,3,4,1,1,1,3,7,7,7,1993,"woman","","white","",4,8,"Its good to give to others if you can","","",2,28,1,1,1,1,1.57142857142857,2.27272727272727,1,7,100,1
518,NA,NA,NA,NA,14.474,101.173,103.721,8,3,1,1,1,1,5,6,6,2,0,50,0,50,0,3,1,3,1,3,1,1,1,3,4,1,2,1,3,1,4,3,2,4,1,4,1,1,1,2000,"man","","other","Mixed",3,14,"I started the study for only the $2 bonus, that alone was worth the 10 minutes or so I'm spending. I don't need the extra dollar, so I'd rather pool it towards charity :)","","Really interesting way to study the effects of charity on people.",2,21,1,1,2,2,2,3.27272727272727,1.1,1,100,1
519,99.356,99.356,101.993,1,NA,NA,NA,NA,2,2,1,3,2,5,6,6,3,0,3,3,3,91,3,1,2,1,2,1,2,1,3,2,3,3,1,1,2,3,3,2,3,2,2,1,1,1,1994,"woman","","white","",4,5,"It's good to give a little when you can","","",1,27,1,1,2,2,2.57142857142857,2.45454545454545,1.6,1,9,1
520,1.889,146.792,147.803,152,NA,NA,NA,NA,2,2,5,3,5,6,5,4,7,50,0,50,0,0,4,2,2,2,5,2,2,2,4,4,3,4,2,4,2,4,4,2,3,2,3,7,6,7,1971,"man","","white","",3,11,"Feels good to share","","",1,50,1,1,3,4,4.71428571428571,3.72727272727273,2.1,6.66666666666667,100,1
521,23.277,38.125,184.272,4,NA,NA,NA,NA,2,2,1,1,1,1,5,6,2,0,0,0,0,100,1,1,3,1,3,1,1,1,3,4,1,4,1,3,1,4,4,1,4,1,5,1,1,1,1999,"man","","asian","",5,14,"","I already donate a large portion of my income to charities that I know better. I decided I'd donate to them instead of the charities listed here.","",1,22,1,1,3,2,1.57142857142857,3.45454545454545,1,1,0,0
522,NA,NA,NA,NA,4.107,96.949,139.194,41,3,1,1,2,1,2,7,5,2,0,100,0,0,0,5,1,4,1,5,1,1,1,4,5,1,3,1,5,2,5,5,2,4,1,5,2,2,2,1992,"woman","","white","",4,7,"Because I knew if I didn't, I'd feel guilty, and I don't like that feeling. ","","",2,29,1,1,1,3,1.71428571428571,4.54545454545455,1.2,2,100,1
523,NA,NA,NA,NA,0,0,112.792,0,3,1,2,2,2,5,6,6,2,0,0,0,0,100,3,1,2,1,2,3,1,2,2,2,1,5,2,2,2,4,5,2,4,1,2,3,3,2,1999,"man","","black","",3,4,"","I am poor and need the money to help with living expenses. ","",2,22,1,1,2,2,2.42857142857143,3,1.6,2.66666666666667,0,0
525,NA,NA,NA,NA,97.957,97.957,101.254,1,3,1,1,2,1,6,7,6,3,0,20,0,0,80,4,2,1,1,1,2,1,2,3,1,2,4,1,2,1,4,4,2,2,1,3,2,1,3,1996,"woman","","white","",4,4,"I don't think enough is being done to help the homeless.","","",2,25,1,1,1,2,2.28571428571429,2.63636363636364,1.5,2,20,1
526,NA,NA,NA,NA,6.888,283.938,285.357,19,3,1,1,2,2,2,7,6,2,0,50,0,0,50,3,3,3,1,3,2,2,1,3,1,2,3,3,3,2,3,3,3,3,3,3,3,2,3,1992,"woman","","white","",5,1,"I gave half of the bonus to the charity for homeless people because I think everyone deserves the opportunity to live in a dignified manner but I kept half because I'm always skeptical about how much money given to charities is actually used for the purported cause. ","","",2,29,1,1,1,2,1.71428571428571,2.81818181818182,2.2,2.66666666666667,50,1
527,0,0,142.247,0,NA,NA,NA,NA,2,2,6,4,3,7,2,1,7,0,0,0,0,100,1,1,1,1,4,1,1,1,2,1,1,3,1,1,1,1,4,2,2,1,2,4,3,5,1984,"man","","asian","",4,12,"","I don't feel like any amount I donate will help.","None.",1,37,1,1,6,7,5.71428571428571,2,1.1,4,0,0
528,NA,NA,NA,NA,0,0,310.581,0,3,1,1,5,4,5,7,7,5,0,100,0,0,0,4,1,4,1,3,1,1,1,4,5,1,4,1,4,1,1,5,1,4,1,4,6,6,6,1962,"man","","latinx","",4,7,"Because that is my nature...compassion","","There are some charities that sound good...but they can be a rip off.  One needs to be alert which charities are the good ones.  Jesus taught this, you don't need a Harvard professor for this.  We came to this world to be servers not to be served!",2,59,1,1,1,1,3.14285714285714,3.81818181818182,1,6,100,1
529,11.328,99.07,102.364,5,NA,NA,NA,NA,2,2,1,1,1,6,5,6,5,19,18,21,11,31,3,3,3,2,3,2,3,3,3,3,4,2,3,3,4,3,3,4,3,3,3,3,3,3,NA,"woman","","latinx","",3,3,"Because I wanted to","","",1,NA,1,1,3,2,2.71428571428571,2.90909090909091,3.1,3,69,1
530,NA,NA,NA,NA,59.134,59.134,103.357,1,3,1,4,2,2,5,5,4,3,25,25,25,25,0,2,2,2,1,2,2,2,1,1,1,1,2,2,2,2,2,3,3,1,2,1,3,3,3,1997,"woman","","asian","",4,1,"It's a bonus - while I'm in need, it's not to an extreme point that I can't donate a bonus.","","It would be nice to provide subtitles or transcripts for the video(s) played.",2,24,1,1,3,4,3.28571428571429,1.72727272727273,1.8,3,100,1
531,NA,NA,NA,NA,3.277,119.167,122.508,4,3,1,1,2,2,3,7,6,2,35,25,10,30,0,4,1,3,1,3,1,2,1,4,3,1,4,1,3,1,4,4,2,4,1,3,1,1,1,1987,"man","","white","",4,10,"I felt like it was the right thing to do and they were good causes. ","","",2,34,1,1,1,2,1.85714285714286,3.54545454545455,1.2,1,100,1
532,NA,NA,NA,NA,19.313,156.474,161.75,51,3,1,1,1,2,5,6,5,3,0,0,0,75,25,3,1,2,1,2,1,1,1,1,2,1,3,1,2,1,2,3,1,2,1,3,2,2,2,1993,"man","","white","",5,7,"I don’t necessarily need that money and COVID is an important cause for me.","","",2,28,1,1,2,3,2.42857142857143,2.27272727272727,1,2,75,1
533,132.237,132.237,133.943,1,NA,NA,NA,NA,2,2,2,4,3,6,4,3,5,10,10,10,0,70,2,2,2,2,2,2,1,2,3,3,3,3,1,2,1,4,4,4,3,2,3,2,2,3,2001,"woman","","white","",3,13,"It was a way to give something, even if it was small, to a good cause","","",1,20,1,1,4,5,4.14285714285714,2.81818181818182,2,2.33333333333333,30,1
534,0,0,102.298,0,NA,NA,NA,NA,2,2,2,3,2,6,5,4,5,0,0,0,0,100,1,2,1,2,1,5,3,1,1,1,2,2,5,1,4,1,2,3,1,2,1,1,1,1,1990,"woman","","white","",4,4,"","Because I'm in desperate need of money.","",1,31,1,1,3,4,3.57142857142857,1.18181818181818,2.9,1,0,0
535,2.596,502.681,613.534,2,NA,NA,NA,NA,2,1,5,4,2,5,5,4,6,0,50,0,0,50,1,1,1,1,2,1,1,1,1,1,3,1,1,2,1,1,4,1,2,1,3,1,1,1,1967,"woman","","white","",4,4,"do be honest i need the money buut i felt like they will think im horrible even tho the study is anonymous","","",1,54,1,0,3,4,4.14285714285714,1.72727272727273,1.2,1,50,1
536,69.755,94.901,318.604,2,NA,NA,NA,NA,2,2,3,2,2,7,5,5,3,25,25,25,25,0,2,1,2,1,1,1,1,1,1,1,1,2,1,3,1,2,1,1,1,1,2,1,1,2,1997,"woman","","asian","",5,2,"Because it's a bonus who I wasn't expecting it anyways.","","",1,24,1,1,3,3,3.28571428571429,1.63636363636364,1,1.33333333333333,100,1
537,0,0,233.086,0,NA,NA,NA,NA,2,1,2,5,2,6,5,3,7,20,10,10,0,60,5,1,4,1,4,1,1,1,4,4,1,5,1,5,1,5,5,1,4,1,4,1,1,1,1956,"woman","","white","",4,12,"I like to give when I can. I don't volunteer physically so I like to help in other ways.","","",1,65,1,0,3,5,4.28571428571429,4.45454545454545,1,1,40,1
538,26.612,98.542,101.484,9,NA,NA,NA,NA,2,2,2,1,1,7,6,5,5,0,100,0,0,0,3,1,1,1,3,1,1,1,2,2,1,5,1,3,1,5,5,1,3,1,2,2,1,4,1993,"woman","","white","",4,4,"It felt like a simple way to help and homelessness is an issue I particularly care about.","","",1,28,1,1,2,3,3,3.09090909090909,1,2.33333333333333,100,1
539,3.995,59.544,121.2,5,NA,NA,NA,NA,2,1,2,2,2,6,5,6,5,25,25,25,25,0,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,2,4,1,2,1,2,5,5,3,1986,"woman","","white","",2,10,"they need it more than i do","","",1,35,1,0,3,2,3.14285714285714,1.81818181818182,1,4.33333333333333,100,1
540,NA,NA,NA,NA,7.627,93.795,172.407,2,3,1,5,1,1,5,2,6,4,0,0,0,2,98,3,2,1,2,1,1,1,1,2,1,2,3,1,3,1,2,3,2,1,1,2,5,6,5,1990,"woman","","white","",3,2,"cuz I am in desperate need of more expendable money to use towards my daily severe chronic pain. I'm currently unable to pay for trigger point injections or any of the treatments other than medication and DBT/Pain management but I still wanted to at least somewhat help out, hence the two cents","","",2,31,1,1,6,2,3.42857142857143,2,1.4,5.33333333333333,2,1
